alumni_id,name,major,company,position,graduation_year
UB1432,Dinda Kusuma,Ekonomi Islam,PT Indocyber Global Teknologi,Head of Department Marketing,2019
UB1433,Kartika Laksana,Teknologi Informasi,PT Tsubaki Indonesia Manufacturing,Junior Product Manager,2018
UB1434,Utomo Prasetyo,Agribisnis,PT Kapal Api Global,Specialist Sales,2023
UB1435,Joko Nasution,Teknologi Hasil Pertanian,PT Sejahtera Abadi,Consultant Marketing,2015
UB1436,Qori Saputra,Ilmu Komunikasi,PT Sejahtera Abadi,Junior Staff Admin,2016
UB1437,Lestari Tanjung,Teknik Komputer,PHINTRACO GROUP,Senior DevOps,2017
UB1438,Okta Oktaviani,Teknik Elektro,Shopee,Specialist Finance,2023
UB1439,Yoga Utama,Sistem Informasi,PT Sejahtera Abadi,Junior Data Scientist,2021
UB1440,Dinda Aminah,Teknik Elektro,PT Sumber Rejeki,Junior Staff Finance,2017
UB1441,Okta Gunawan,Ilmu Hukum,PT Handal Guna Sarana,Senior Staff HR,2021
UB1442,Qori Maulana,Teknik Elektro,"PT SMART,Tbk",Supervisor Operations,2017
UB1443,Bagas Utama,Administrasi Publik,PT. Bank KEB Hana Indonesia,Senior Staff Operations,2016
UB1444,Wahyu Darmawan,Teknik Elektro,Bank Mandiri,Consultant Sales,2018
UB1445,Indah Kurnia,Teknologi Hasil Pertanian,PT Solusi Transportasi Indonesia,Consultant HR,2018
UB1446,Erlangga Yulianto,Sistem Informasi,PT Tsubaki Indonesia Manufacturing,Senior IT Support,2022
UB1447,Citra Santoso,Administrasi Publik,PT Trinusa Travelindo,Supervisor Operations,2021
UB1448,Chandra Hartono,Agribisnis,PT Penerbit Erlangga,Consultant Admin,2022
UB1449,Julia Wibowo,Keuangan Perbankan,PT. Bank KEB Hana Indonesia,Supervisor HR,2016
UB1450,Erlangga Nugroho,Agroekoteknologi,StartUp Gagal Bangkit,Head of Department Sales,2019
UB1451,Yoga Efendi,Teknik Elektro,PT Trinusa Travelindo,Senior Staff Marketing,2022
UB1452,Putri Saputra,Ilmu Komunikasi,Bank Mandiri,Head of Department Operations,2019
UB1453,Farhan Rahmawati,Agribisnis,PT Tsubaki Indonesia Manufacturing,Senior Staff Marketing,2017
UB1454,Lestari Oktaviani,Ekonomi Islam,"PT DCI Indonesia, Tbk",Management Trainee Sales,2017
UB1455,Nina Hidayat,Keuangan Perbankan,PT Sejahtera Abadi,Officer Finance,2016
UB1456,Siti Prasetyo,Ekonomi Islam,"PT Japfa Comfeed Indonesia, Tbk",Senior Staff Operations,2015
UB1457,Qori Baswedan,Manajemen,PT Bank KEB Hana Indonesia,Manager Sales,2016
UB1458,Zahra Permata,Administrasi Publik,CV Maju Mundur,Analyst Admin,2021
UB1459,Aditya Firmansyah,Teknologi Informasi,CV Maju Mundur,Lead Software Engineer,2015
UB1460,Xena Zulkarnain,Teknologi Informasi,Bank BCA,Senior DevOps,2018
UB1461,Laras Suharto,Agribisnis,CV Maju Mundur,Supervisor Operations,2015
UB1462,Dimas Qodir,Agroekoteknologi,Shopee,Junior Staff Operations,2017
UB1463,Kevin Zulkarnain,Sistem Informasi,StartUp Gagal Bangkit,Senior IT Support,2021
UB1464,Andi Puspa,Teknik Informatika,PT Sejahtera Abadi,Junior DevOps,2022
UB1465,Irfan Anggara,Keuangan Perbankan,Bank BCA,Specialist Finance,2023
UB1466,Irfan Suharto,Teknik Lingkungan,Telkom Indonesia,Consultant HR,2021
UB1467,Bayu Maulana,Arsitektur,PT Indocyber Global Teknologi,Manager Sales,2019
UB1468,Lestari Gunawan,Administrasi Publik,PT. Bank KEB Hana Indonesia,Senior Staff Operations,2020
UB1469,Andi Laksana,Arsitektur,PT CFU Technology Indonesia,Junior Staff Operations,2023
UB1470,Bayu Cahyono,Psikologi,Tokopedia,Supervisor Operations,2023
UB1471,Chandra Susanto,Arsitektur,PT CFU Technology Indonesia,Consultant Operations,2023
UB1472,Indah Budiman,Pendidikan TI,PT CFU Technology Indonesia,Head of Department Admin,2018
UB1473,Irfan Soekarno,Ilmu Komunikasi,PT MAS ARYA INDONESIA,Manager Marketing,2021
UB1474,Okta Anggara,Ekonomi Islam,Shopee,Management Trainee Operations,2023
UB1475,Gilang Nasution,Psikologi,PT Mencari Cinta Sejati,Management Trainee Marketing,2018
UB1476,Pandu Lestari,Hubungan Internasional,PT Sejahtera Abadi,Supervisor Operations,2023
UB1477,Agus Puspa,Ilmu Ekonomi,PT Trinusa Travelindo,Consultant Admin,2022
UB1478,Laras Saputra,Arsitektur,Tokopedia,Engineer Operations,2015
UB1479,Farhan Aminah,Teknik Elektro,Telkom Indonesia,Senior Staff Admin,2017
UB1480,Siti Siregar,Ekonomi Islam,PT Bank KEB Hana Indonesia,Officer Admin,2017
UB1481,Chandra Yudhoyono,Teknologi Hasil Pertanian,PT Handal Guna Sarana,Supervisor Admin,2017
UB1482,Xena Anggara,Teknologi Informasi,PT Handal Guna Sarana,Junior Product Manager,2016
UB1483,Siti Yudhoyono,Teknik Informatika,Shopee,Lead Product Manager,2020
UB1484,Nadia Kusumo,Teknik Mesin,Shopee,Head of Department Admin,2020
UB1485,Rizky Laksana,Teknik Lingkungan,StartUp Gagal Bangkit,Consultant Sales,2015
UB1486,Erlangga Santoso,Keuangan Perbankan,PT Kapal Api Global,Junior Staff Finance,2017
UB1487,Bella Puspa,Teknik Sipil,PT. Bank KEB Hana Indonesia,Head of Department HR,2020
UB1488,Radit Rahmawati,Ilmu Hukum,"PT. Trimegah Sekuritas Indonesia, Tbk",Engineer Finance,2022
UB1489,Desi Wibowo,Teknologi Informasi,JAPFA FOOD INDONESIA,Junior IT Support,2021
UB1490,Agus Siregar,Akuntansi,"PT. Trimegah Sekuritas Indonesia, Tbk",Consultant HR,2019
UB1491,Laras Aminah,Teknologi Informasi,PT Kapal Api Global,Senior IT Support,2015
UB1492,Laras Hidayat,Sistem Informasi,"PT DCI Indonesia, Tbk",Senior Product Manager,2016
UB1493,Desi Kartika,Sistem Informasi,Tokopedia,Lead Software Engineer,2017
UB1494,Chandra Zulkarnain,Ilmu Hukum,"PT SMART,Tbk",Management Trainee Admin,2023
UB1495,Budi Aditama,Psikologi,Shopee,Management Trainee Admin,2022
UB1496,Laras Efendi,Manajemen,Shopee,Specialist Finance,2023
UB1497,Gita Efendi,Ilmu Hukum,PT CFU Technology Indonesia,Manager Operations,2019
UB1498,Hana Hidayat,Psikologi,PT Kapal Api Global,Engineer Admin,2022
UB1499,Sarah Setiawan,Teknik Industri,PT MAS ARYA INDONESIA,Senior Staff Finance,2018
UB1500,Radit Siregar,Ilmu Komunikasi,Tokopedia,Head of Department Operations,2020
UB1501,Indah Widodo,Keuangan Perbankan,PT Mencari Cinta Sejati,Manager Finance,2022
UB1502,Xena Aditama,Keuangan Perbankan,PT Penerbit Erlangga,Junior Staff HR,2015
UB1503,Citra Widodo,Pendidikan TI,PHINTRACO GROUP,Junior Staff HR,2022
UB1504,Sarah Laksana,Teknik Informatika,PT CFU Technology Indonesia,Junior IT Support,2018
UB1505,Citra Utami,Teknik Elektro,Gojek,Head of Department Finance,2016
UB1506,Rizky Vebrianto,Ilmu Hukum,PT. Bank KEB Hana Indonesia,Head of Department Admin,2017
UB1507,Qori Wibowo,Pendidikan TI,"PT Bank Danamon Indonesia, Tbk",Consultant Finance,2015
UB1508,Fajar Saputra,Ekonomi Islam,PT Solusi Transportasi Indonesia,Junior Staff HR,2021
UB1509,Putri Yulianto,Teknik Komputer,PT MAS ARYA INDONESIA,Junior DevOps,2021
UB1510,Nina Maulana,Teknologi Informasi,PT Sejahtera Abadi,Junior IT Support,2017
UB1511,Budi Pratama,Sistem Informasi,PT Penerbit Erlangga,Junior DevOps,2021
UB1512,Laras Aditama,Teknologi Hasil Pertanian,PT Mencari Cinta Sejati,Manager HR,2016
UB1513,Gilang Siregar,Arsitektur,PT Handal Guna Sarana,Engineer Operations,2023
UB1514,Nina Kusumo,Teknik Komputer,PT MAS ARYA INDONESIA,Senior Data Scientist,2020
UB1515,Yoga Saputra,Teknik Elektro,PT Sumber Rejeki,Analyst Marketing,2019
UB1516,Dewi Siregar,Pendidikan TI,PT. Bank KEB Hana Indonesia,Junior Staff Sales,2021
UB1517,Fajar Kusuma,Hubungan Internasional,PT Trinusa Travelindo,Senior Staff Sales,2017
UB1518,Rizky Setiawan,Teknik Elektro,"PT DCI Indonesia, Tbk",Specialist Marketing,2022
UB1519,Pandu Fauzi,Ekonomi Islam,"PT SMART,Tbk",Engineer Finance,2022
UB1520,Hana Darmawan,Sistem Informasi,PT Penerbit Erlangga,Junior IT Support,2023
UB1521,Zahra Puspa,Akuntansi,Bank Mandiri,Head of Department Admin,2022
UB1522,Utomo Soekarno,Arsitektur,PHINTRACO GROUP,Specialist HR,2022
UB1523,Qori Hartono,Teknik Komputer,StartUp Gagal Bangkit,Senior Software Engineer,2017
UB1524,Kartika Efendi,Arsitektur,Bank BCA,Specialist Admin,2015
UB1525,Sarah Wijaya,Teknik Elektro,PT Tsubaki Indonesia Manufacturing,Officer Marketing,2016
UB1526,Putri Darmawan,Teknik Mesin,Bank Mandiri,Consultant Admin,2017
UB1527,Gita Kurnia,Akuntansi,"PT SMART,Tbk",Consultant HR,2021
UB1528,Erlangga Maulana,Agribisnis,PT Sumber Rejeki,Officer Sales,2022
UB1529,Budi Oktaviani,Ekonomi Islam,"PT Bank Danamon Indonesia, Tbk",Analyst Marketing,2016
UB1530,Irfan Maulana,Agroekoteknologi,PT. Bank KEB Hana Indonesia,Officer Operations,2016
UB1531,Laras Prasetyo,Hubungan Internasional,Shopee,Junior Staff Operations,2019
UB1532,Laras Yulianto,Arsitektur,PT Kapal Api Global,Head of Department Sales,2023
UB1533,Siti Hidayat,Ilmu Komunikasi,PT Tsubaki Indonesia Manufacturing,Officer Marketing,2019
UB1534,Desi Soekarno,Teknik Mesin,PT Mencari Cinta Sejati,Engineer Marketing,2022
UB1535,Hadi Wulandari,Agribisnis,StartUp Gagal Bangkit,Head of Department Operations,2017
UB1536,Budi Utami,Akuntansi,Bank BCA,Junior Staff Operations,2023
UB1537,Tegar Susanto,Ekonomi Islam,PT Sejahtera Abadi,Senior Staff HR,2022
UB1538,Lestari Wulandari,Administrasi Publik,PT Penerbit Erlangga,Officer Admin,2023
UB1539,Desi Rahmawati,Administrasi Publik,PT Sumber Rejeki,Supervisor Operations,2023
UB1540,Budi Pratama,Teknik Industri,PT Kapal Api Global,Supervisor Operations,2015
UB1541,Irfan Cahyono,Psikologi,JAPFA FOOD INDONESIA,Consultant Sales,2017
UB1542,Dewi Permata,Teknik Informatika,"PT. Trimegah Sekuritas Indonesia, Tbk",Senior Product Manager,2017
UB1543,Radit Jaya,Agroekoteknologi,"PT Bank Danamon Indonesia, Tbk",Supervisor Finance,2015
UB1544,Dinda Qodir,Teknik Industri,"PT SMART,Tbk",Head of Department Finance,2019
UB1545,Fajar Pratama,Teknologi Hasil Pertanian,PT Handal Guna Sarana,Consultant Sales,2022
UB1546,Bagas Fauzi,Administrasi Publik,PT Sejahtera Abadi,Officer Finance,2018
UB1547,Chandra Zulkarnain,Ekonomi Islam,Gojek,Supervisor Finance,2022
UB1548,Siti Suharto,Teknik Lingkungan,PT Sejahtera Abadi,Manager HR,2015
UB1549,Hana Hartono,Psikologi,"PT Japfa Comfeed Indonesia, Tbk",Specialist Operations,2019
UB1550,Dewi Santoso,Akuntansi,PHINTRACO GROUP,Management Trainee Marketing,2019
UB1551,Hana Anggara,Teknik Sipil,PT Penerbit Erlangga,Head of Department Admin,2015
UB1552,Tegar Efendi,Sistem Informasi,PT Mencari Cinta Sejati,Senior Data Scientist,2015
UB1553,Tegar Efendi,Agribisnis,PT Penerbit Erlangga,Supervisor Admin,2023
UB1554,Dinda Firmansyah,Psikologi,PT Kapal Api Global,Supervisor Finance,2018
UB1555,Tegar Kurnia,Agribisnis,PT Solusi Transportasi Indonesia,Senior Staff Operations,2019
UB1556,Fajar Jaya,Sistem Informasi,"PT DCI Indonesia, Tbk",Senior Software Engineer,2023
UB1557,Kartika Zulkarnain,Pendidikan TI,PT Sejahtera Abadi,Engineer Operations,2015
UB1558,Dinda Widodo,Agribisnis,PT Handal Guna Sarana,Officer Sales,2021
UB1559,Lestari Kusuma,Pendidikan TI,PT Indocyber Global Teknologi,Senior Staff Finance,2018
UB1560,Erlangga Vebrianto,Pendidikan TI,Telkom Indonesia,Engineer Sales,2018
UB1561,Zahra Nasution,Teknik Industri,PT Tsubaki Indonesia Manufacturing,Junior Staff Finance,2022
UB1562,Bella Efendi,Teknologi Hasil Pertanian,Shopee,Junior Staff Marketing,2015
UB1563,Rina Hartono,Administrasi Publik,"PT DCI Indonesia, Tbk",Junior Staff Marketing,2018
UB1564,Citra Suharto,Teknik Komputer,PT Bank KEB Hana Indonesia,Senior IT Support,2021
UB1565,Cahya Wulandari,Sistem Informasi,PT Handal Guna Sarana,Lead Software Engineer,2020
UB1566,Siti Darmawan,Administrasi Publik,Tokopedia,Officer HR,2023
UB1567,Aditya Kusuma,Akuntansi,"PT. Trimegah Sekuritas Indonesia, Tbk",Consultant Finance,2018
UB1568,Yoga Tanjung,Teknik Industri,PT Handal Guna Sarana,Specialist Operations,2023
UB1569,Gita Kusumo,Teknik Industri,StartUp Gagal Bangkit,Head of Department Admin,2020
UB1570,Hana Santoso,Ekonomi Islam,Xiaomi Technology,Senior Staff Admin,2015
UB1571,Aditya Fauzi,Teknik Informatika,CV Maju Mundur,Junior Data Scientist,2023
UB1572,Wahyu Aminah,Psikologi,Gojek,Supervisor Finance,2016
UB1573,Joko Darmawan,Arsitektur,PT Solusi Transportasi Indonesia,Senior Staff Admin,2022
UB1574,Indah Oktaviani,Administrasi Publik,PT Sejahtera Abadi,Analyst HR,2016
UB1575,Indah Zulkarnain,Teknik Komputer,PT. Bank KEB Hana Indonesia,Lead Data Scientist,2019
UB1576,Hadi Irawan,Teknologi Hasil Pertanian,Telkom Indonesia,Head of Department Marketing,2016
UB1577,Gilang Pangestu,Agroekoteknologi,PT MAS ARYA INDONESIA,Junior Staff HR,2015
UB1578,Fajar Soekarno,Psikologi,PT Tsubaki Indonesia Manufacturing,Senior Staff Marketing,2021
UB1579,Joko Laksana,Psikologi,"PT Bank Danamon Indonesia, Tbk",Management Trainee HR,2021
UB1580,Julia Oktaviani,Teknik Mesin,PT. Bank KEB Hana Indonesia,Engineer Operations,2018
UB1581,Bella Cahyono,Administrasi Publik,Gojek,Supervisor Sales,2023
UB1582,Andi Vebrianto,Ilmu Ekonomi,JAPFA FOOD INDONESIA,Senior Staff HR,2023
UB1583,Bagas Hartono,Teknologi Hasil Pertanian,Bank Mandiri,Officer Marketing,2022
UB1584,Gilang Aditama,Ilmu Hukum,StartUp Gagal Bangkit,Consultant Operations,2023
UB1585,Julia Permata,Psikologi,PT Sejahtera Abadi,Specialist Sales,2018
UB1586,Agus Wibowo,Psikologi,JAPFA FOOD INDONESIA,Management Trainee Marketing,2019
UB1587,Okta Siregar,Manajemen,Shopee,Head of Department Marketing,2023
UB1588,Sarah Aditama,Teknik Mesin,PT Kapal Api Global,Manager Finance,2018
UB1589,Citra Irawan,Teknik Mesin,Bank BCA,Officer Sales,2020
UB1590,Hadi Yulianto,Pendidikan TI,PT Indocyber Global Teknologi,Manager Marketing,2023
UB1591,Dewi Vebrianto,Ilmu Ekonomi,PT Mencari Cinta Sejati,Specialist Sales,2021
UB1592,Aditya Fauzi,Pendidikan TI,Tokopedia,Analyst Marketing,2023
UB1593,Aditya Zulkarnain,Teknik Lingkungan,PT Solusi Transportasi Indonesia,Senior Staff Admin,2017
UB1594,Arif Kurnia,Teknik Mesin,"PT Japfa Comfeed Indonesia, Tbk",Senior Staff Finance,2021
UB1595,Agus Nugroho,Ekonomi Islam,Telkom Indonesia,Junior Staff Sales,2021
UB1596,Zahra Setiawan,Teknik Mesin,"PT. Trimegah Sekuritas Indonesia, Tbk",Senior Staff Marketing,2018
UB1597,Tegar Wibowo,Teknik Lingkungan,PT Kapal Api Global,Senior Staff Admin,2017
UB1598,Irfan Puspa,Akuntansi,StartUp Gagal Bangkit,Officer Admin,2020
UB1599,Sarah Siregar,Teknik Mesin,PT Sumber Rejeki,Specialist Operations,2016
UB1600,Bagas Setiawan,Teknik Sipil,PT Sejahtera Abadi,Supervisor Finance,2015
UB1601,Nadia Nugroho,Teknik Komputer,PT Sumber Rejeki,Junior IT Support,2016
UB1602,Kartika Yulianto,Agribisnis,PT Trinusa Travelindo,Engineer HR,2023
UB1603,Gita Budiman,Ilmu Ekonomi,"PT DCI Indonesia, Tbk",Consultant HR,2018
UB1604,Dinda Nugroho,Ekonomi Islam,Shopee,Consultant Sales,2019
UB1605,Xena Widodo,Sistem Informasi,PT. Bank KEB Hana Indonesia,Junior Product Manager,2023
UB1606,Lestari Efendi,Akuntansi,PT MAS ARYA INDONESIA,Consultant Marketing,2019
UB1607,Julia Susanto,Teknologi Hasil Pertanian,"PT DCI Indonesia, Tbk",Management Trainee Sales,2023
UB1608,Gita Prasetyo,Teknik Elektro,Tokopedia,Supervisor HR,2019
UB1609,Mahendra Utama,Teknik Sipil,"PT Japfa Comfeed Indonesia, Tbk",Specialist HR,2021
UB1610,Qori Oktaviani,Teknik Lingkungan,PT. Bank KEB Hana Indonesia,Supervisor Marketing,2019
UB1611,Wahyu Wulandari,Sistem Informasi,"PT. Trimegah Sekuritas Indonesia, Tbk",Lead Software Engineer,2017
UB1612,Rina Rahmawati,Ilmu Hukum,"PT SMART,Tbk",Manager Sales,2018
UB1613,Indah Yulianto,Teknologi Informasi,Tokopedia,Lead Product Manager,2022
UB1614,Cahya Pratama,Psikologi,PT Handal Guna Sarana,Engineer HR,2021
UB1615,Utomo Hartono,Teknik Elektro,PT Indocyber Global Teknologi,Junior Staff HR,2016
UB1616,Arif Qodir,Ilmu Komunikasi,Bank BCA,Engineer Sales,2018
UB1617,Irfan Irawan,Teknologi Hasil Pertanian,Gojek,Head of Department Operations,2016
UB1618,Zahra Gunawan,Ilmu Komunikasi,Gojek,Consultant Operations,2016
UB1619,Tegar Laksana,Keuangan Perbankan,PT CFU Technology Indonesia,Supervisor HR,2020
UB1620,Hana Aminah,Teknik Komputer,"PT SMART,Tbk",Lead DevOps,2020
UB1621,Qori Permata,Teknik Industri,PT Handal Guna Sarana,Manager Finance,2022
UB1622,Kartika Setiawan,Teknik Lingkungan,PT Bank KEB Hana Indonesia,Engineer HR,2016
UB1623,Radit Susanto,Teknologi Informasi,PT Penerbit Erlangga,Lead Software Engineer,2020
UB1624,Rizky Maulana,Hubungan Internasional,PT Mencari Cinta Sejati,Supervisor Sales,2017
UB1625,Aditya Tanjung,Administrasi Publik,PT Kapal Api Global,Head of Department Admin,2020
UB1626,Nadia Nugroho,Teknologi Informasi,PT Kapal Api Global,Lead DevOps,2016
UB1627,Aditya Wibowo,Ilmu Ekonomi,JAPFA FOOD INDONESIA,Head of Department Marketing,2019
UB1628,Erlangga Irawan,Keuangan Perbankan,PT Tsubaki Indonesia Manufacturing,Engineer Operations,2023
UB1629,Tegar Kusumo,Ilmu Hukum,StartUp Gagal Bangkit,Junior Staff Sales,2017
UB1630,Budi Santoso,Teknik Informatika,"PT SMART,Tbk",Junior DevOps,2022
UB1631,Fajar Efendi,Teknik Komputer,PT CFU Technology Indonesia,Senior IT Support,2019
UB1632,Siti Maulana,Manajemen,PT Indocyber Global Teknologi,Manager Marketing,2021
UB1633,Qori Anggara,Ekonomi Islam,Gojek,Supervisor HR,2021
UB1634,Eko Kurnia,Agribisnis,PT MAS ARYA INDONESIA,Head of Department Operations,2017
UB1635,Vina Laksana,Agribisnis,"PT DCI Indonesia, Tbk",Engineer Admin,2021
UB1636,Chandra Nasution,Teknik Mesin,PT MAS ARYA INDONESIA,Consultant Finance,2021
UB1637,Desi Qodir,Psikologi,PT Indocyber Global Teknologi,Specialist HR,2019
UB1638,Desi Irawan,Ekonomi Islam,PT Solusi Transportasi Indonesia,Senior Staff Sales,2020
UB1639,Eko Hartono,Manajemen,"PT. Trimegah Sekuritas Indonesia, Tbk",Manager Operations,2019
UB1640,Erlangga Tanjung,Teknik Lingkungan,CV Maju Mundur,Supervisor HR,2018
UB1641,Radit Lestari,Manajemen,Telkom Indonesia,Head of Department Sales,2023
UB1642,Sarah Permata,Arsitektur,PT CFU Technology Indonesia,Supervisor Finance,2018
UB1643,Pandu Kurnia,Teknik Elektro,"PT SMART,Tbk",Senior Staff Admin,2022
UB1644,Tegar Darmawan,Teknik Komputer,Tokopedia,Senior Software Engineer,2021
UB1645,Utomo Nugroho,Akuntansi,PT Bank KEB Hana Indonesia,Head of Department HR,2019
UB1646,Bella Utama,Teknik Lingkungan,PT Indocyber Global Teknologi,Engineer Finance,2017
UB1647,Qori Utama,Psikologi,"PT. Trimegah Sekuritas Indonesia, Tbk",Analyst Marketing,2018
UB1648,Radit Vebrianto,Arsitektur,PT Indocyber Global Teknologi,Head of Department Sales,2016
UB1649,Andi Widodo,Teknik Lingkungan,Telkom Indonesia,Manager Sales,2019
UB1650,Rina Nasution,Hubungan Internasional,"PT Bank Danamon Indonesia, Tbk",Supervisor Operations,2017
UB1651,Nina Jaya,Agribisnis,Tokopedia,Supervisor Marketing,2016
UB1652,Bagas Hidayat,Teknik Elektro,"PT. Trimegah Sekuritas Indonesia, Tbk",Supervisor Operations,2019
UB1653,Dimas Firmansyah,Pendidikan TI,JAPFA FOOD INDONESIA,Supervisor Operations,2019
UB1654,Aditya Permata,Psikologi,StartUp Gagal Bangkit,Officer Admin,2017
UB1655,Mahendra Pangestu,Teknik Mesin,PT Sejahtera Abadi,Senior Staff Operations,2023
UB1656,Wahyu Anggara,Ilmu Ekonomi,StartUp Gagal Bangkit,Senior Staff HR,2017
UB1657,Utomo Prasetyo,Ilmu Hukum,PT CFU Technology Indonesia,Specialist Sales,2017
UB1658,Siti Vebrianto,Teknik Industri,PT Penerbit Erlangga,Junior Staff Marketing,2019
UB1659,Dimas Oktaviani,Pendidikan TI,PT Penerbit Erlangga,Head of Department Marketing,2016
UB1660,Laras Kusuma,Hubungan Internasional,PT Penerbit Erlangga,Engineer HR,2022
UB1661,Farhan Gunawan,Akuntansi,PT Handal Guna Sarana,Management Trainee HR,2017
UB1662,Mahendra Hartono,Arsitektur,PT Kapal Api Global,Consultant Sales,2020
UB1663,Irfan Hidayat,Ilmu Ekonomi,CV Maju Mundur,Engineer Marketing,2018
UB1664,Andi Prasetyo,Teknik Mesin,"PT. Trimegah Sekuritas Indonesia, Tbk",Supervisor Sales,2015
UB1665,Desi Zulkarnain,Administrasi Publik,PT MAS ARYA INDONESIA,Engineer HR,2017
UB1666,Aditya Kusumo,Arsitektur,PT Handal Guna Sarana,Engineer Marketing,2017
UB1667,Rina Soekarno,Agribisnis,Bank Mandiri,Management Trainee Sales,2021
UB1668,Pandu Gunawan,Agribisnis,Bank BCA,Analyst HR,2016
UB1669,Nadia Laksana,Sistem Informasi,Gojek,Junior DevOps,2021
UB1670,Farhan Utami,Teknik Mesin,Telkom Indonesia,Management Trainee Finance,2020
UB1671,Indah Nasution,Sistem Informasi,Gojek,Lead DevOps,2022
UB1672,Bella Budiman,Ilmu Ekonomi,Bank BCA,Junior Staff Sales,2020
UB1673,Tegar Soekarno,Teknologi Informasi,PT Sumber Rejeki,Senior Data Scientist,2016
UB1674,Julia Kusumo,Teknologi Hasil Pertanian,PT. Bank KEB Hana Indonesia,Senior Staff Admin,2019
UB1675,Wahyu Permata,Teknologi Informasi,Telkom Indonesia,Junior IT Support,2015
UB1676,Bayu Kusumo,Teknologi Informasi,PT Tsubaki Indonesia Manufacturing,Lead Data Scientist,2021
UB1677,Gita Setiawan,Agribisnis,PT MAS ARYA INDONESIA,Junior Staff Sales,2017
UB1678,Wahyu Vebrianto,Teknik Komputer,PT Sumber Rejeki,Junior IT Support,2017
UB1679,Arif Lestari,Teknik Elektro,PT Sejahtera Abadi,Specialist Finance,2020
UB1680,Arif Jaya,Pendidikan TI,PT Sejahtera Abadi,Junior Staff HR,2020
UB1681,Okta Wulandari,Pendidikan TI,Tokopedia,Head of Department Marketing,2021
UB1682,Fajar Anggara,Pendidikan TI,PT Handal Guna Sarana,Analyst Admin,2018
UB1683,Mahendra Santoso,Hubungan Internasional,Telkom Indonesia,Management Trainee Operations,2017
UB1684,Cahya Soekarno,Teknologi Hasil Pertanian,PT Sejahtera Abadi,Analyst Sales,2019
UB1685,Hana Laksana,Psikologi,PT. Bank KEB Hana Indonesia,Specialist HR,2023
UB1686,Qori Kusumo,Akuntansi,Bank Mandiri,Senior Staff HR,2017
UB1687,Kartika Utami,Arsitektur,"PT Bank Danamon Indonesia, Tbk",Head of Department Operations,2023
UB1688,Putri Kartika,Teknik Sipil,PT Indocyber Global Teknologi,Junior Staff Operations,2020
UB1689,Aditya Yudhoyono,Teknologi Informasi,Bank BCA,Junior IT Support,2018
UB1690,Bella Gunawan,Teknik Informatika,PT Tsubaki Indonesia Manufacturing,Lead Product Manager,2018
UB1691,Dinda Cahyono,Teknologi Informasi,PT. Bank KEB Hana Indonesia,Lead IT Support,2017
UB1692,Aditya Aditama,Teknik Lingkungan,PT Trinusa Travelindo,Junior Staff Operations,2021
UB1693,Hadi Permata,Teknik Industri,PT Trinusa Travelindo,Supervisor Sales,2015
UB1694,Agus Nugroho,Teknik Komputer,PT. Bank KEB Hana Indonesia,Lead Software Engineer,2022
UB1695,Zahra Lestari,Teknik Lingkungan,PT Solusi Transportasi Indonesia,Consultant Marketing,2019
UB1696,Gilang Fauzi,Akuntansi,PT Indocyber Global Teknologi,Junior Staff Operations,2021
UB1697,Bagas Hidayat,Teknik Industri,PHINTRACO GROUP,Management Trainee Marketing,2015
UB1698,Gita Utama,Teknik Elektro,PT Sumber Rejeki,Manager Marketing,2018
UB1699,Hana Lestari,Ilmu Ekonomi,PT Bank KEB Hana Indonesia,Senior Staff Operations,2017
UB1700,Bella Susanto,Teknologi Hasil Pertanian,PT Trinusa Travelindo,Specialist Sales,2022
UB1701,Sarah Jaya,Teknik Informatika,JAPFA FOOD INDONESIA,Lead IT Support,2019
UB1702,Gilang Tanjung,Ilmu Hukum,PT. Bank KEB Hana Indonesia,Manager Finance,2022
UB1703,Erlangga Soekarno,Teknik Komputer,PT Penerbit Erlangga,Lead IT Support,2020
UB1704,Hadi Irawan,Akuntansi,PT MAS ARYA INDONESIA,Consultant Finance,2023
UB1705,Eko Rahmawati,Agribisnis,PT Indocyber Global Teknologi,Manager Admin,2019
UB1706,Budi Widodo,Sistem Informasi,PT Tsubaki Indonesia Manufacturing,Senior Data Scientist,2022
UB1707,Laras Kusumo,Pendidikan TI,Shopee,Management Trainee Admin,2022
UB1708,Wahyu Santoso,Teknik Komputer,StartUp Gagal Bangkit,Senior Software Engineer,2019
UB1709,Bayu Permata,Teknik Komputer,"PT. Trimegah Sekuritas Indonesia, Tbk",Junior Product Manager,2021
UB1710,Citra Rahmawati,Teknik Mesin,PT Indocyber Global Teknologi,Analyst Marketing,2021
UB1711,Yoga Qodir,Sistem Informasi,StartUp Gagal Bangkit,Lead DevOps,2017
UB1712,Fajar Gunawan,Ekonomi Islam,PT Kapal Api Global,Engineer Finance,2015
UB1713,Citra Yudhoyono,Akuntansi,CV Maju Mundur,Manager HR,2021
UB1714,Irfan Wijaya,Pendidikan TI,"PT DCI Indonesia, Tbk",Officer Finance,2020
UB1715,Erlangga Aditama,Manajemen,"PT DCI Indonesia, Tbk",Senior Staff Admin,2020
UB1716,Vina Puspa,Arsitektur,PT Indocyber Global Teknologi,Consultant HR,2022
UB1717,Citra Puspa,Teknologi Informasi,PHINTRACO GROUP,Lead Software Engineer,2018
UB1718,Qori Cahyono,Akuntansi,PT. Bank KEB Hana Indonesia,Specialist Sales,2015
